image,set,label
100099200_double_flip.png,train,Rost/Strassenrost
100112000_double_flip.png,train,Gussbeton/Handgriff seitlich
100040000_double_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100088100_double_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100023800_double_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100000700_double_flip.png,train,Rost/Strassenrost
100122900_double_flip.png,train,Rost/Strassenrost
100121400_double_flip.png,train,Gussbeton/Pickelloch belueftet
100192800_double_flip.png,train,Gussbeton/Pickelloch belueftet
100199400_double_flip.png,train,Gussbeton/Pickelloch geschlossen
100041500_double_flip.png,train,Andere/-
100124300_double_flip.png,train,Vollguss/Handgriff geschlossen
100135600_double_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100049400_double_flip.png,train,Vollguss/Handgriff geschlossen
100195400_double_flip.png,train,Vollguss/Handgriff geschlossen
100006200_double_flip.png,train,Vollguss/Pickelloch geschlossen
100080100_double_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100084700_double_flip.png,train,Gussbeton/Pickelloch belueftet
100034200_double_flip.png,train,Gussbeton/Pickelloch belueftet
100130500_double_flip.png,train,Andere/-
100018700_double_flip.png,train,Rost/Strassenrost
100127700_double_flip.png,train,Vollguss/Handgriff geschlossen
100024200_double_flip.png,train,Vollguss/Pickelloch belueftet
100099800_double_flip.png,train,Rost/Strassenrost
100158900_double_flip.png,train,Rost/Strassenrost
100186200_double_flip.png,train,Vollguss/Pickelloch geschlossen
100098800_double_flip.png,train,Vollguss/Handgriff geschlossen
100043100_double_flip.png,train,Rost/Strassenrost
100036600_double_flip.png,train,Rost/Strassenrost
100216500_double_flip.png,train,Rost/Strassenrost
100023200_double_flip.png,train,Rost/Strassenrost
100205400_double_flip.png,train,Gussbeton/Pickelloch geschlossen
100005300_double_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100185200_double_flip.png,train,Rost/Strassenrost
100062700_double_flip.png,train,Vollguss/Handgriff geschlossen
100160900_double_flip.png,train,Vollguss/Pickelloch geschlossen
100049500_double_flip.png,train,Rost/Strassenrost
100120900_double_flip.png,train,Vollguss/Handgriff geschlossen
100035300_double_flip.png,train,Andere/-
100204800_double_flip.png,train,Andere/-
100102600_double_flip.png,train,Vollguss/Handgriff geschlossen
100110900_double_flip.png,train,Rost/Einlauf rund
100006900_double_flip.png,train,Gussbeton/Pickelloch belueftet
100137200_double_flip.png,train,Gussbeton/Handgriff seitlich
100024900_double_flip.png,train,Rost/Strassenrost
100185300_double_flip.png,train,Vollguss/Handgriff geschlossen
100081900_double_flip.png,train,Vollguss/Handgriff geschlossen
100026500_double_flip.png,train,Andere/-
100002600_double_flip.png,train,Vollguss/Pickelloch geschlossen
100090000_double_flip.png,train,Vollguss/Pickelloch geschlossen
100180200_double_flip.png,train,Vollguss/Pickelloch geschlossen
100200000_double_flip.png,train,Gussbeton/Pickelloch belueftet
100207900_double_flip.png,train,Gussbeton/Handgriff mitte
100196300_double_flip.png,train,Rost/Strassenrost
100030800_double_flip.png,train,Vollguss/Pickelloch geschlossen
100110100_double_flip.png,train,Gussbeton/Pickelloch geschlossen
100099000_double_flip.png,train,Vollguss/Handgriff geschlossen
100027900_double_flip.png,train,Gussbeton/Pickelloch belueftet
100145400_double_flip.png,train,Rost/Strassenrost
100112300_double_flip.png,train,Vollguss/Handgriff geschlossen
100196600_double_flip.png,train,Gussbeton/Pickelloch geschlossen
100163000_double_flip.png,train,Gussbeton/Pickelloch geschlossen
100090600_double_flip.png,train,Gussbeton/Pickelloch geschlossen
100066400_double_flip.png,train,Vollguss/Pickelloch geschlossen
100134600_double_flip.png,train,Rost/Strassenrost
100168700_double_flip.png,train,Vollguss/Pickelloch geschlossen
100128200_double_flip.png,train,Vollguss/Pickelloch geschlossen
100213900_double_flip.png,train,Vollguss/Handgriff geschlossen
100144900_double_flip.png,train,Vollguss/Handgriff geschlossen
100012600_double_flip.png,train,Rost/Strassenrost
100193900_double_flip.png,train,Gussbeton/Pickelloch belueftet
100121800_double_flip.png,train,Vollguss/Handgriff geschlossen
100180800_double_flip.png,train,Rost/Strassenrost
100000500_double_flip.png,train,Vollguss/Handgriff geschlossen
100083700_double_flip.png,train,Rost/Strassenrost
100056000_double_flip.png,train,Vollguss/Handgriff geschlossen
100216600_double_flip.png,train,Vollguss/Pickelloch geschlossen
100042600_double_flip.png,train,Rost/Einlauf rund
100112500_double_flip.png,train,Vollguss/Pickelloch belueftet
100149400_double_flip.png,train,Rost/Strassenrost
100131700_double_flip.png,train,Vollguss/Handgriff geschlossen
100059600_double_flip.png,train,Rost/Einlauf rund
100053700_double_flip.png,train,Vollguss/Pickelloch geschlossen
100020600_double_flip.png,train,Vollguss/Handgriff geschlossen
100192700_double_flip.png,train,Gussbeton/Pickelloch geschlossen
100199300_double_flip.png,train,Vollguss/Pickelloch geschlossen
100201300_double_flip.png,train,Vollguss/Pickelloch belueftet
100020700_double_flip.png,train,Vollguss/Pickelloch geschlossen
100131300_double_flip.png,train,Vollguss/Handgriff geschlossen
100192500_double_flip.png,train,Vollguss/Pickelloch geschlossen
100078400_double_flip.png,train,Rost/Strassenrost
100187900_double_flip.png,train,Gussbeton/Pickelloch geschlossen
100129000_double_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100051100_double_flip.png,train,Rost/Strassenrost
100086700_double_flip.png,train,Vollguss/Pickelloch geschlossen
100191700_double_flip.png,train,Gussbeton/Pickelloch belueftet
100157400_double_flip.png,train,Vollguss/Handgriff geschlossen
100213000_double_flip.png,train,Rost/Strassenrost
100191100_double_flip.png,train,Gussbeton/Pickelloch belueftet
100015500_double_flip.png,train,Andere/-
100105500_double_flip.png,train,Rost/Strassenrost
100092400_double_flip.png,train,Vollguss/Pickelloch geschlossen
100023000_double_flip.png,train,Rost/Strassenrost
100198600_double_flip.png,train,Vollguss/Handgriff geschlossen
100112400_double_flip.png,train,Vollguss/Handgriff geschlossen
100107300_double_flip.png,train,Vollguss/Pickelloch belueftet
100193600_double_flip.png,train,Rost/Strassenrost
100070100_double_flip.png,train,Rost/Strassenrost
100104300_double_flip.png,train,Vollguss/Pickelloch geschlossen
100078500_double_flip.png,train,Vollguss/Pickelloch geschlossen
100164200_double_flip.png,train,Rost/Strassenrost
100197800_double_flip.png,train,Rost/Strassenrost
100044100_double_flip.png,train,Rost/Strassenrost
100068800_double_flip.png,train,Rost/Strassenrost
100007600_double_flip.png,train,Rost/Strassenrost
100007400_double_flip.png,train,Vollguss/Handgriff geschlossen
100003000_double_flip.png,train,Gussbeton/Handgriff seitlich
100050800_double_flip.png,train,Andere/-
100209400_double_flip.png,train,Rost/Strassenrost
100035400_double_flip.png,train,Vollguss/Pickelloch geschlossen
100001400_double_flip.png,train,Vollguss/Pickelloch geschlossen
100009900_double_flip.png,train,Andere/-
100008600_double_flip.png,train,Vollguss/Handgriff geschlossen
100011300_double_flip.png,train,Vollguss/Pickelloch geschlossen
100151700_double_flip.png,train,Vollguss/Pickelloch geschlossen
100037800_double_flip.png,train,Rost/Einlauf rund
100216000_double_flip.png,train,Rost/Strassenrost
100069500_double_flip.png,train,Gussbeton/Handgriff mitte
100130600_double_flip.png,train,Vollguss/Pickelloch geschlossen
100105900_double_flip.png,train,Andere/-
100047200_double_flip.png,train,Gussbeton/Pickelloch geschlossen
100168600_double_flip.png,train,Vollguss/Handgriff geschlossen
100145700_double_flip.png,train,Rost/Strassenrost
100116800_double_flip.png,train,Vollguss/Pickelloch geschlossen
100098100_double_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100100500_double_flip.png,train,Vollguss/Pickelloch belueftet
100095900_double_flip.png,train,Vollguss/Pickelloch belueftet
100133200_double_flip.png,train,Gussbeton/Pickelloch geschlossen
100094200_double_flip.png,train,Vollguss/Pickelloch geschlossen
100133600_double_flip.png,train,Rost/Strassenrost
100183900_double_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100186400_double_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100069700_double_flip.png,train,Vollguss/Pickelloch geschlossen
100047400_double_flip.png,train,Rost/Strassenrost
100057700_double_flip.png,train,Gussbeton/Pickelloch geschlossen
100061500_double_flip.png,train,Vollguss/Pickelloch belueftet
100178200_double_flip.png,train,Rost/Strassenrost
100202000_double_flip.png,train,Rost/Strassenrost
100031600_double_flip.png,train,Rost/Strassenrost
100211600_double_flip.png,train,Rost/Strassenrost
100057600_double_flip.png,train,Rost/Strassenrost
100110000_double_flip.png,train,Vollguss/Handgriff geschlossen
100097700_double_flip.png,train,Vollguss/Pickelloch geschlossen
100060200_double_flip.png,train,Rost/Einlauf rund
100148500_double_flip.png,train,Vollguss/Pickelloch geschlossen
100203600_double_flip.png,train,Vollguss/Handgriff geschlossen
100071700_double_flip.png,train,Vollguss/Pickelloch geschlossen
100099900_double_flip.png,train,Gussbeton/Pickelloch geschlossen
100053900_double_flip.png,train,Gussbeton/Pickelloch geschlossen
100095800_double_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100155200_double_flip.png,train,Vollguss/Pickelloch geschlossen
100059700_double_flip.png,train,Vollguss/Aufklappbar
100046400_double_flip.png,train,Gussbeton/Pickelloch geschlossen
100032400_double_flip.png,train,Vollguss/Pickelloch geschlossen
100150700_double_flip.png,train,Vollguss/Handgriff geschlossen
100127400_double_flip.png,train,Rost/Einlauf rund
100175300_double_flip.png,train,Rost/Strassenrost
100164600_double_flip.png,train,Rost/Strassenrost
100130700_double_flip.png,train,Gussbeton/Pickelloch geschlossen
100071100_double_flip.png,train,Vollguss/Handgriff geschlossen
100096900_double_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100085700_double_flip.png,train,Andere/-
100070200_double_flip.png,train,Andere/-
100021500_double_flip.png,train,Gussbeton/Pickelloch belueftet
100142500_double_flip.png,train,Gussbeton/Pickelloch geschlossen
100146900_double_flip.png,train,Vollguss/Handgriff geschlossen
100130800_double_flip.png,train,Rost/Strassenrost
100066000_double_flip.png,train,Vollguss/Handgriff geschlossen
100214700_double_flip.png,train,Vollguss/Handgriff geschlossen
100208300_double_flip.png,train,Vollguss/Pickelloch belueftet
100008100_double_flip.png,train,Vollguss/Pickelloch belueftet
100171900_double_flip.png,train,Andere/-
100146800_double_flip.png,train,Andere/-
100122300_double_flip.png,train,Rost/Strassenrost
100006300_double_flip.png,train,Rost/Strassenrost
100075400_double_flip.png,train,Vollguss/Handgriff geschlossen
100081400_double_flip.png,train,Gussbeton/Pickelloch geschlossen
100068300_double_flip.png,train,Vollguss/Pickelloch geschlossen
100078700_double_flip.png,train,Rost/Strassenrost
100136200_double_flip.png,train,Rost/Strassenrost
100166700_double_flip.png,train,Rost/Strassenrost
100061400_double_flip.png,train,Vollguss/Handgriff geschlossen
100046000_double_flip.png,train,Rost/Strassenrost
100142900_double_flip.png,train,Vollguss/Pickelloch geschlossen
100051700_double_flip.png,train,Vollguss/Pickelloch geschlossen
100055800_double_flip.png,train,Rost/Strassenrost
100144800_double_flip.png,train,Vollguss/Handgriff geschlossen
100199000_double_flip.png,train,Vollguss/Handgriff geschlossen
100088500_double_flip.png,train,Gussbeton/Handgriff seitlich
100153400_double_flip.png,train,Vollguss/Pickelloch geschlossen
100176800_double_flip.png,train,Vollguss/Pickelloch geschlossen
100097400_double_flip.png,train,Rost/Strassenrost
100054700_double_flip.png,train,Rost/Strassenrost
100188200_double_flip.png,train,Vollguss/Handgriff geschlossen
100164100_double_flip.png,train,Rost/Strassenrost
100015200_double_flip.png,train,Gussbeton/Pickelloch belueftet
100023900_double_flip.png,train,Gussbeton/Pickelloch geschlossen
100003800_double_flip.png,train,Vollguss/Handgriff geschlossen
100087000_double_flip.png,train,Gussbeton/Pickelloch geschlossen
100026200_double_flip.png,train,Andere/-
100095500_double_flip.png,train,Gussbeton/Pickelloch geschlossen
100038800_double_flip.png,train,Rost/Strassenrost
100125000_double_flip.png,train,Gussbeton/Pickelloch belueftet
100070300_double_flip.png,train,Rost/Strassenrost
100089200_double_flip.png,train,Andere/-
100055300_double_flip.png,train,Andere/-
100058300_double_flip.png,train,Rost/Strassenrost
100170300_double_flip.png,train,Rost/Strassenrost gewoelbt
100111400_double_flip.png,train,Vollguss/Pickelloch geschlossen
100150300_double_flip.png,train,Andere/-
100068200_double_flip.png,train,Rost/Strassenrost
100154000_double_flip.png,train,Rost/Einlauf rund
100077100_double_flip.png,train,Vollguss/Handgriff geschlossen
100080900_double_flip.png,train,Rost/Strassenrost
100097300_double_flip.png,train,Rost/Strassenrost
100217600_double_flip.png,train,Gussbeton/Pickelloch geschlossen
100209600_double_flip.png,train,Rost/Strassenrost
100083300_double_flip.png,train,Gussbeton/Handgriff seitlich
100215100_double_flip.png,train,Vollguss/Aufklappbar
100148600_double_flip.png,train,Vollguss/Pickelloch geschlossen
100166400_double_flip.png,train,Vollguss/Handgriff geschlossen
100103900_double_flip.png,train,Andere/-
100043400_double_flip.png,train,Vollguss/Handgriff geschlossen
100005200_double_flip.png,train,Vollguss/Handgriff geschlossen
100170900_double_flip.png,train,Rost/Strassenrost
100007100_double_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100030700_double_flip.png,train,Gussbeton/Pickelloch geschlossen
100019500_double_flip.png,train,Vollguss/Handgriff geschlossen
100049700_double_flip.png,train,Gussbeton/Pickelloch geschlossen
100185700_double_flip.png,train,Rost/Einlauf rund
100024000_double_flip.png,train,Rost/Einlauf rund
100090700_double_flip.png,train,Rost/Strassenrost
100063500_double_flip.png,train,Rost/Strassenrost
100086500_double_flip.png,train,Vollguss/Handgriff geschlossen
100038700_double_flip.png,train,Rost/Strassenrost
100054800_double_flip.png,train,Rost/Strassenrost
100039100_double_flip.png,train,Gussbeton/Pickelloch belueftet
100201000_double_flip.png,train,Vollguss/Handgriff geschlossen
100059000_double_flip.png,train,Vollguss/Pickelloch belueftet
100088000_double_flip.png,train,Gussbeton/Pickelloch geschlossen
100210200_double_flip.png,train,Gussbeton/Pickelloch geschlossen
100113500_double_flip.png,train,Vollguss/Handgriff geschlossen
100099500_double_flip.png,train,Rost/Strassenrost
100168000_double_flip.png,train,Vollguss/Handgriff geschlossen
100176700_double_flip.png,train,Gussbeton/Pickelloch belueftet
100141200_double_flip.png,train,Vollguss/Pickelloch belueftet
100101200_double_flip.png,train,Gussbeton/Handgriff seitlich
100008700_double_flip.png,train,Vollguss/Pickelloch geschlossen
100097000_double_flip.png,train,Rost/Strassenrost
100201800_double_flip.png,train,Rost/Strassenrost
100005800_double_flip.png,train,Vollguss/Pickelloch geschlossen
100110500_double_flip.png,train,Vollguss/Handgriff geschlossen
100047600_double_flip.png,train,Rost/Strassenrost
100001300_double_flip.png,train,Vollguss/Pickelloch belueftet
100014800_double_flip.png,train,Vollguss/Pickelloch geschlossen
100011200_double_flip.png,train,Vollguss/Pickelloch geschlossen
100170100_double_flip.png,train,Vollguss/Pickelloch geschlossen
100076500_double_flip.png,train,Vollguss/Pickelloch geschlossen
100148900_double_flip.png,train,Vollguss/Pickelloch geschlossen
100056200_double_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100025200_double_flip.png,train,Rost/Strassenrost
100034800_double_flip.png,train,Gussbeton/Pickelloch belueftet
100029300_double_flip.png,train,Gussbeton/Handgriff seitlich
100021900_double_flip.png,train,Gussbeton/Pickelloch geschlossen
100004900_double_flip.png,train,Andere/-
