image,transforms,set,label
100143100.png,jit_orig_rcrop,train,Vollguss/Pickelloch geschlossen
100143100.png,fliph_flipv_rshrp,train,Vollguss/Pickelloch geschlossen
100106000.png,blur_jit_rcrop,train,Vollguss/Pickelloch geschlossen
100106000.png,orig_raff_rcont,train,Vollguss/Pickelloch geschlossen
100017900.png,flipv_raff_rshrp,train,Vollguss/Pickelloch geschlossen
100017900.png,rcont_rcrop_rot,train,Vollguss/Pickelloch geschlossen
100103600.png,blur_flipv_orig,train,Vollguss/Pickelloch geschlossen
100103600.png,jit_orig_pers,train,Vollguss/Pickelloch geschlossen
100051700.png,fliph_flipv_rot,train,Vollguss/Pickelloch geschlossen
100051700.png,pers_raff_rot,train,Vollguss/Pickelloch geschlossen
100167900.png,jit_orig_rinv,train,Vollguss/Pickelloch geschlossen
100167900.png,blur_fliph_raff,train,Vollguss/Pickelloch geschlossen
100054400.png,blur_jit_pers,train,Vollguss/Pickelloch geschlossen
100054400.png,pers_raff_rcrop,train,Vollguss/Pickelloch geschlossen
100160100.png,flipv_pers_rcrop,train,Vollguss/Pickelloch geschlossen
100160100.png,jit_pers_raff,train,Vollguss/Pickelloch geschlossen
100115800.png,blur_rcont_rcrop,train,Vollguss/Pickelloch geschlossen
100115800.png,fliph_jit_rinv,train,Vollguss/Pickelloch geschlossen
100071500.png,fliph_pers_rcont,train,Vollguss/Pickelloch geschlossen
100071500.png,blur_rot_rshrp,train,Vollguss/Pickelloch geschlossen
100093700.png,jit_pers_rcrop,train,Vollguss/Pickelloch geschlossen
100093700.png,pers_rcont_rshrp,train,Vollguss/Pickelloch geschlossen
100018800.png,blur_raff_rinv,train,Vollguss/Pickelloch geschlossen
100018800.png,jit_orig_pers,train,Vollguss/Pickelloch geschlossen
100026600.png,blur_flipv_pers,train,Vollguss/Pickelloch geschlossen
100026600.png,flipv_rcont_rcrop,train,Vollguss/Pickelloch geschlossen
100003600.png,fliph_pers_rot,train,Vollguss/Pickelloch geschlossen
100003600.png,pers_rcrop_rshrp,train,Vollguss/Pickelloch geschlossen
100178300.png,raff_rcont_rcrop,train,Vollguss/Pickelloch geschlossen
100178300.png,fliph_jit_rcont,train,Vollguss/Pickelloch geschlossen
100153500.png,orig_rcont_rshrp,train,Vollguss/Pickelloch geschlossen
100153500.png,blur_rcont_rinv,train,Vollguss/Pickelloch geschlossen
100036300.png,jit_pers_rot,train,Vollguss/Pickelloch geschlossen
100036300.png,flipv_jit_pers,train,Vollguss/Pickelloch geschlossen
100091300.png,blur_rcont_rshrp,train,Vollguss/Pickelloch geschlossen
100091300.png,jit_raff_rcrop,train,Vollguss/Pickelloch geschlossen
100148600.png,blur_flipv_rot,train,Vollguss/Pickelloch geschlossen
100148600.png,jit_rcrop_rot,train,Vollguss/Pickelloch geschlossen
100135200.png,blur_rcrop_rot,train,Vollguss/Pickelloch geschlossen
100135200.png,fliph_flipv_rinv,train,Vollguss/Pickelloch geschlossen
100060400.png,jit_orig_raff,train,Vollguss/Pickelloch geschlossen
100060400.png,flipv_raff_rcont,train,Vollguss/Pickelloch geschlossen
100107000.png,orig_raff_rcrop,train,Vollguss/Pickelloch geschlossen
100107000.png,blur_rcont_rcrop,train,Vollguss/Pickelloch geschlossen
100173800.png,orig_rcont_rcrop,train,Vollguss/Pickelloch geschlossen
100173800.png,flipv_jit_rcrop,train,Vollguss/Pickelloch geschlossen
100017300.png,orig_pers_rcrop,train,Vollguss/Pickelloch geschlossen
100017300.png,jit_pers_raff,train,Vollguss/Pickelloch geschlossen
100202300.png,blur_orig_rcrop,train,Vollguss/Pickelloch geschlossen
100202300.png,raff_rinv_rot,train,Vollguss/Pickelloch geschlossen
100167400.png,fliph_raff_rcrop,train,Vollguss/Pickelloch geschlossen
100167400.png,orig_pers_rot,train,Vollguss/Pickelloch geschlossen
100132700.png,pers_rcrop_rshrp,train,Vollguss/Pickelloch geschlossen
100132700.png,pers_raff_rcrop,train,Vollguss/Pickelloch geschlossen
100174800.png,blur_fliph_rshrp,train,Vollguss/Pickelloch geschlossen
100174800.png,fliph_flipv_rcont,train,Vollguss/Pickelloch geschlossen
100029600.png,blur_flipv_rot,train,Vollguss/Pickelloch geschlossen
100029600.png,orig_rcont_rcrop,train,Vollguss/Pickelloch geschlossen
100012000.png,blur_flipv_rcont,train,Vollguss/Pickelloch geschlossen
100012000.png,orig_raff_rinv,train,Vollguss/Pickelloch geschlossen
100044000.png,orig_pers_rinv,train,Vollguss/Pickelloch geschlossen
100044000.png,blur_jit_rcont,train,Vollguss/Pickelloch geschlossen
100195500.png,orig_pers_rcont,train,Vollguss/Pickelloch geschlossen
100195500.png,orig_rcrop_rinv,train,Vollguss/Pickelloch geschlossen
100035500.png,fliph_jit_rshrp,train,Vollguss/Pickelloch geschlossen
100035500.png,jit_pers_rcont,train,Vollguss/Pickelloch geschlossen
100176800.png,blur_rinv_rshrp,train,Vollguss/Pickelloch geschlossen
100176800.png,rcont_rcrop_rshrp,train,Vollguss/Pickelloch geschlossen
100155800.png,rcrop_rinv_rot,train,Vollguss/Pickelloch geschlossen
100155800.png,jit_raff_rshrp,train,Vollguss/Pickelloch geschlossen
100016000.png,pers_raff_rinv,train,Vollguss/Pickelloch geschlossen
100016000.png,blur_pers_rcrop,train,Vollguss/Pickelloch geschlossen
100132000.png,raff_rcont_rinv,train,Vollguss/Pickelloch geschlossen
100132000.png,jit_pers_rcont,train,Vollguss/Pickelloch geschlossen
100120100.png,flipv_rcrop_rot,train,Vollguss/Pickelloch geschlossen
100120100.png,fliph_raff_rcont,train,Vollguss/Pickelloch geschlossen
100171500.png,rcrop_rot_rshrp,train,Vollguss/Pickelloch geschlossen
100171500.png,raff_rcrop_rshrp,train,Vollguss/Pickelloch geschlossen
100152400.png,blur_fliph_flipv,train,Vollguss/Pickelloch geschlossen
100152400.png,pers_rot_rshrp,train,Vollguss/Pickelloch geschlossen
100031900.png,flipv_pers_rshrp,train,Vollguss/Pickelloch geschlossen
100031900.png,fliph_rcont_rot,train,Vollguss/Pickelloch geschlossen
100210800.png,orig_raff_rcont,train,Vollguss/Pickelloch geschlossen
100210800.png,blur_flipv_orig,train,Vollguss/Pickelloch geschlossen
100185400.png,fliph_flipv_rot,train,Vollguss/Pickelloch geschlossen
100185400.png,blur_fliph_orig,train,Vollguss/Pickelloch geschlossen
100180200.png,orig_pers_rot,train,Vollguss/Pickelloch geschlossen
100180200.png,blur_pers_rot,train,Vollguss/Pickelloch geschlossen
100017000.png,jit_raff_rshrp,train,Vollguss/Pickelloch geschlossen
100017000.png,jit_pers_raff,train,Vollguss/Pickelloch geschlossen
100040100.png,flipv_jit_pers,train,Vollguss/Pickelloch geschlossen
100040100.png,flipv_orig_rcont,train,Vollguss/Pickelloch geschlossen
100090000.png,fliph_pers_rot,train,Vollguss/Pickelloch geschlossen
100090000.png,jit_orig_rinv,train,Vollguss/Pickelloch geschlossen
100214500.png,flipv_rcont_rshrp,train,Vollguss/Pickelloch geschlossen
100214500.png,flipv_jit_rcont,train,Vollguss/Pickelloch geschlossen
100021400.png,blur_fliph_jit,train,Vollguss/Pickelloch geschlossen
100021400.png,fliph_orig_rcrop,train,Vollguss/Pickelloch geschlossen
100116800.png,orig_rcrop_rinv,train,Vollguss/Pickelloch geschlossen
100116800.png,flipv_pers_rcrop,train,Vollguss/Pickelloch geschlossen
100080300.png,orig_pers_rcrop,train,Vollguss/Pickelloch geschlossen
100080300.png,rcont_rinv_rshrp,train,Vollguss/Pickelloch geschlossen
100170600.png,rcont_rcrop_rot,train,Vollguss/Pickelloch geschlossen
100170600.png,jit_raff_rcont,train,Vollguss/Pickelloch geschlossen
100177000.png,flipv_jit_rshrp,train,Vollguss/Pickelloch geschlossen
100177000.png,fliph_raff_rcrop,train,Vollguss/Pickelloch geschlossen
100098600.png,orig_raff_rot,train,Vollguss/Pickelloch geschlossen
100098600.png,raff_rinv_rot,train,Vollguss/Pickelloch geschlossen
100005800.png,flipv_jit_rshrp,train,Vollguss/Pickelloch geschlossen
100005800.png,blur_fliph_jit,train,Vollguss/Pickelloch geschlossen
100129300.png,fliph_rcont_rinv,train,Vollguss/Pickelloch geschlossen
100129300.png,fliph_jit_rinv,train,Vollguss/Pickelloch geschlossen
100207500.png,flipv_pers_rshrp,train,Vollguss/Pickelloch geschlossen
100207500.png,rcont_rot_rshrp,train,Vollguss/Pickelloch geschlossen
100047300.png,blur_pers_raff,train,Vollguss/Pickelloch geschlossen
100047300.png,fliph_orig_rot,train,Vollguss/Pickelloch geschlossen
100217000.png,pers_rcont_rshrp,train,Vollguss/Pickelloch geschlossen
100217000.png,orig_pers_raff,train,Vollguss/Pickelloch geschlossen
100017500.png,orig_rcrop_rinv,train,Vollguss/Pickelloch geschlossen
100017500.png,fliph_flipv_rcrop,train,Vollguss/Pickelloch geschlossen
100201900.png,flipv_pers_rot,train,Vollguss/Pickelloch geschlossen
100201900.png,jit_orig_rot,train,Vollguss/Pickelloch geschlossen
100066400.png,blur_rot_rshrp,train,Vollguss/Pickelloch geschlossen
100066400.png,pers_rcrop_rinv,train,Vollguss/Pickelloch geschlossen
100011700.png,pers_rcrop_rinv,train,Vollguss/Pickelloch geschlossen
100011700.png,flipv_rot_rshrp,train,Vollguss/Pickelloch geschlossen
100135900.png,blur_pers_rinv,train,Vollguss/Pickelloch geschlossen
100135900.png,blur_flipv_jit,train,Vollguss/Pickelloch geschlossen
100125600.png,flipv_pers_rcont,train,Vollguss/Pickelloch geschlossen
100125600.png,jit_rinv_rshrp,train,Vollguss/Pickelloch geschlossen
100090400.png,flipv_jit_rot,train,Vollguss/Pickelloch geschlossen
100090400.png,fliph_rcont_rcrop,train,Vollguss/Pickelloch geschlossen
100030800.png,blur_jit_raff,train,Vollguss/Pickelloch geschlossen
100030800.png,flipv_orig_rcont,train,Vollguss/Pickelloch geschlossen
100190700.png,blur_fliph_rshrp,train,Vollguss/Pickelloch geschlossen
100190700.png,blur_flipv_jit,train,Vollguss/Pickelloch geschlossen
100216600.png,fliph_jit_rcrop,train,Vollguss/Pickelloch geschlossen
100216600.png,orig_raff_rinv,train,Vollguss/Pickelloch geschlossen
100137300.png,blur_fliph_flipv,train,Vollguss/Pickelloch geschlossen
100137300.png,blur_fliph_jit,train,Vollguss/Pickelloch geschlossen
100151100.png,fliph_jit_orig,train,Vollguss/Pickelloch geschlossen
100151100.png,jit_rcrop_rot,train,Vollguss/Pickelloch geschlossen
100212900.png,jit_orig_rot,train,Vollguss/Pickelloch geschlossen
100212900.png,flipv_rcont_rcrop,train,Vollguss/Pickelloch geschlossen
100007000.png,fliph_jit_rcont,train,Vollguss/Pickelloch geschlossen
100007000.png,raff_rot_rshrp,train,Vollguss/Pickelloch geschlossen
100159800.png,jit_rcont_rot,train,Vollguss/Pickelloch geschlossen
100159800.png,fliph_jit_rcont,train,Vollguss/Pickelloch geschlossen
100068900.png,fliph_flipv_rcrop,train,Vollguss/Pickelloch geschlossen
100068900.png,blur_rcrop_rinv,train,Vollguss/Pickelloch geschlossen
100075600.png,rcont_rot_rshrp,train,Vollguss/Pickelloch geschlossen
100075600.png,jit_rcrop_rinv,train,Vollguss/Pickelloch geschlossen
100013700.png,fliph_jit_orig,train,Vollguss/Pickelloch geschlossen
100013700.png,rinv_rot_rshrp,train,Vollguss/Pickelloch geschlossen
100082600.png,orig_rcrop_rshrp,train,Vollguss/Pickelloch geschlossen
100082600.png,flipv_orig_rcrop,train,Vollguss/Pickelloch geschlossen
100144500.png,orig_raff_rcont,train,Vollguss/Pickelloch geschlossen
100144500.png,fliph_pers_rinv,train,Vollguss/Pickelloch geschlossen
100113800.png,orig_rcont_rinv,train,Vollguss/Pickelloch geschlossen
100113800.png,jit_rinv_rshrp,train,Vollguss/Pickelloch geschlossen
100157900.png,fliph_jit_orig,train,Vollguss/Pickelloch geschlossen
100157900.png,pers_rcrop_rshrp,train,Vollguss/Pickelloch geschlossen
100089300.png,blur_fliph_orig,train,Vollguss/Pickelloch geschlossen
100089300.png,pers_rcont_rshrp,train,Vollguss/Pickelloch geschlossen
100123400.png,flipv_raff_rinv,train,Vollguss/Pickelloch geschlossen
100123400.png,fliph_pers_raff,train,Vollguss/Pickelloch geschlossen
100203700.png,pers_raff_rcont,train,Vollguss/Pickelloch geschlossen
100203700.png,blur_flipv_rot,train,Vollguss/Pickelloch geschlossen
100015700.png,jit_orig_rot,train,Vollguss/Pickelloch geschlossen
100015700.png,orig_rcrop_rshrp,train,Vollguss/Pickelloch geschlossen
100126100.png,fliph_pers_rinv,train,Vollguss/Pickelloch geschlossen
100126100.png,flipv_raff_rcont,train,Vollguss/Pickelloch geschlossen
100122700.png,flipv_pers_raff,train,Vollguss/Pickelloch geschlossen
100122700.png,jit_rcrop_rshrp,train,Vollguss/Pickelloch geschlossen
100129100.png,blur_fliph_rot,train,Vollguss/Pickelloch geschlossen
100129100.png,jit_rcont_rcrop,train,Vollguss/Pickelloch geschlossen
100054300.png,rcont_rcrop_rinv,train,Vollguss/Pickelloch geschlossen
100054300.png,pers_rcont_rinv,train,Vollguss/Pickelloch geschlossen
100035700.png,fliph_rcrop_rot,train,Vollguss/Pickelloch geschlossen
100035700.png,pers_raff_rcrop,train,Vollguss/Pickelloch geschlossen
100170500.png,flipv_rinv_rshrp,train,Vollguss/Pickelloch geschlossen
100170500.png,blur_pers_rcont,train,Vollguss/Pickelloch geschlossen
100132200.png,orig_pers_rinv,train,Vollguss/Pickelloch geschlossen
100132200.png,blur_fliph_rot,train,Vollguss/Pickelloch geschlossen
100079900.png,jit_rcrop_rinv,train,Vollguss/Pickelloch geschlossen
100079900.png,raff_rcrop_rshrp,train,Vollguss/Pickelloch geschlossen
100043300.png,fliph_raff_rinv,train,Vollguss/Pickelloch geschlossen
100043300.png,raff_rot_rshrp,train,Vollguss/Pickelloch geschlossen
100103000.png,flipv_rcrop_rinv,train,Vollguss/Pickelloch geschlossen
100103000.png,jit_rot_rshrp,train,Vollguss/Pickelloch geschlossen
100160900.png,fliph_raff_rinv,train,Vollguss/Pickelloch geschlossen
100160900.png,rcrop_rinv_rshrp,train,Vollguss/Pickelloch geschlossen
100030300.png,jit_pers_rcrop,train,Vollguss/Pickelloch geschlossen
100030300.png,jit_orig_rcrop,train,Vollguss/Pickelloch geschlossen
100204900.png,fliph_pers_rinv,train,Vollguss/Pickelloch geschlossen
100204900.png,orig_raff_rcrop,train,Vollguss/Pickelloch geschlossen
100155200.png,orig_pers_rcrop,train,Vollguss/Pickelloch geschlossen
100155200.png,blur_raff_rot,train,Vollguss/Pickelloch geschlossen
100035400.png,fliph_flipv_rot,train,Vollguss/Pickelloch geschlossen
100035400.png,jit_rcont_rinv,train,Vollguss/Pickelloch geschlossen
100114100.png,blur_flipv_rot,train,Vollguss/Pickelloch geschlossen
100114100.png,flipv_jit_raff,train,Vollguss/Pickelloch geschlossen
100070400.png,flipv_jit_rcont,train,Vollguss/Pickelloch geschlossen
100070400.png,blur_orig_rcont,train,Vollguss/Pickelloch geschlossen
100013000.png,raff_rot_rshrp,train,Vollguss/Pickelloch geschlossen
100013000.png,fliph_jit_rcont,train,Vollguss/Pickelloch geschlossen
100026000.png,fliph_jit_pers,train,Vollguss/Pickelloch geschlossen
100026000.png,flipv_jit_rcrop,train,Vollguss/Pickelloch geschlossen
100185800.png,blur_rinv_rot,train,Vollguss/Pickelloch geschlossen
100185800.png,blur_rcrop_rinv,train,Vollguss/Pickelloch geschlossen
100025900.png,blur_pers_rot,train,Vollguss/Pickelloch geschlossen
100025900.png,orig_raff_rot,train,Vollguss/Pickelloch geschlossen
100032100.png,blur_jit_rcont,train,Vollguss/Pickelloch geschlossen
100032100.png,rcrop_rinv_rshrp,train,Vollguss/Pickelloch geschlossen
100039800.png,raff_rcont_rshrp,train,Vollguss/Pickelloch geschlossen
100039800.png,orig_pers_raff,train,Vollguss/Pickelloch geschlossen
100213600.png,raff_rcont_rcrop,train,Vollguss/Pickelloch geschlossen
100213600.png,flipv_orig_pers,train,Vollguss/Pickelloch geschlossen
100006200.png,blur_flipv_rshrp,train,Vollguss/Pickelloch geschlossen
100006200.png,orig_pers_rot,train,Vollguss/Pickelloch geschlossen
100192000.png,flipv_rcrop_rshrp,train,Vollguss/Pickelloch geschlossen
100192000.png,blur_fliph_raff,train,Vollguss/Pickelloch geschlossen
100169800.png,jit_orig_rshrp,train,Vollguss/Pickelloch geschlossen
100169800.png,fliph_jit_rot,train,Vollguss/Pickelloch geschlossen
100094200.png,blur_jit_rcont,train,Vollguss/Pickelloch geschlossen
100094200.png,blur_orig_rcrop,train,Vollguss/Pickelloch geschlossen
100113100.png,flipv_raff_rcont,train,Vollguss/Pickelloch geschlossen
100113100.png,raff_rcont_rot,train,Vollguss/Pickelloch geschlossen
100111000.png,fliph_pers_rinv,train,Vollguss/Pickelloch geschlossen
100111000.png,jit_pers_rcrop,train,Vollguss/Pickelloch geschlossen
100166200.png,fliph_orig_rcont,train,Vollguss/Pickelloch geschlossen
100166200.png,raff_rcrop_rinv,train,Vollguss/Pickelloch geschlossen
100132400.png,jit_pers_rot,train,Vollguss/Pickelloch geschlossen
100132400.png,fliph_jit_orig,train,Vollguss/Pickelloch geschlossen
100189000.png,jit_raff_rinv,train,Vollguss/Pickelloch geschlossen
100189000.png,fliph_rinv_rot,train,Vollguss/Pickelloch geschlossen
100164800.png,blur_fliph_rcrop,train,Vollguss/Pickelloch geschlossen
100164800.png,pers_raff_rot,train,Vollguss/Pickelloch geschlossen
100123900.png,fliph_flipv_rcrop,train,Vollguss/Pickelloch geschlossen
100123900.png,blur_raff_rinv,train,Vollguss/Pickelloch geschlossen
100014800.png,flipv_rcrop_rinv,train,Vollguss/Pickelloch geschlossen
100014800.png,flipv_rcrop_rshrp,train,Vollguss/Pickelloch geschlossen
100093600.png,jit_orig_raff,train,Vollguss/Pickelloch geschlossen
100093600.png,blur_flipv_rot,train,Vollguss/Pickelloch geschlossen
100065700.png,jit_rcont_rcrop,train,Vollguss/Pickelloch geschlossen
100065700.png,flipv_raff_rot,train,Vollguss/Pickelloch geschlossen
100071300.png,orig_pers_raff,train,Vollguss/Pickelloch geschlossen
100071300.png,fliph_orig_rshrp,train,Vollguss/Pickelloch geschlossen
100055700.png,fliph_rcrop_rot,train,Vollguss/Pickelloch geschlossen
100055700.png,blur_jit_raff,train,Vollguss/Pickelloch geschlossen
100141800.png,fliph_flipv_rshrp,train,Vollguss/Pickelloch geschlossen
100141800.png,fliph_flipv_orig,train,Vollguss/Pickelloch geschlossen
100109600.png,fliph_pers_rshrp,train,Vollguss/Pickelloch geschlossen
100109600.png,jit_pers_rinv,train,Vollguss/Pickelloch geschlossen
100180500.png,fliph_flipv_rshrp,train,Vollguss/Pickelloch geschlossen
100180500.png,blur_orig_rinv,train,Vollguss/Pickelloch geschlossen
100038000.png,blur_flipv_rshrp,train,Vollguss/Pickelloch geschlossen
100038000.png,blur_fliph_raff,train,Vollguss/Pickelloch geschlossen
100169600.png,fliph_pers_rot,train,Vollguss/Pickelloch geschlossen
100169600.png,blur_orig_rcont,train,Vollguss/Pickelloch geschlossen
100011200.png,fliph_rcrop_rinv,train,Vollguss/Pickelloch geschlossen
100011200.png,blur_fliph_rcont,train,Vollguss/Pickelloch geschlossen
100073200.png,flipv_jit_orig,train,Vollguss/Pickelloch geschlossen
100073200.png,fliph_orig_raff,train,Vollguss/Pickelloch geschlossen
100209800.png,jit_rcont_rshrp,train,Vollguss/Pickelloch geschlossen
100209800.png,flipv_jit_orig,train,Vollguss/Pickelloch geschlossen
100183200.png,flipv_jit_pers,train,Vollguss/Pickelloch geschlossen
100183200.png,flipv_rinv_rshrp,train,Vollguss/Pickelloch geschlossen
100104000.png,fliph_flipv_rshrp,train,Vollguss/Pickelloch geschlossen
100104000.png,pers_raff_rcont,train,Vollguss/Pickelloch geschlossen
100146100.png,jit_orig_rot,train,Vollguss/Pickelloch geschlossen
100146100.png,blur_fliph_pers,train,Vollguss/Pickelloch geschlossen
100140200.png,blur_flipv_jit,train,Vollguss/Pickelloch geschlossen
100140200.png,blur_jit_pers,train,Vollguss/Pickelloch geschlossen
100068300.png,fliph_flipv_pers,train,Vollguss/Pickelloch geschlossen
100068300.png,rcrop_rot_rshrp,train,Vollguss/Pickelloch geschlossen
100050500.png,flipv_orig_pers,train,Vollguss/Pickelloch geschlossen
100050500.png,flipv_jit_raff,train,Vollguss/Pickelloch geschlossen
100126500.png,blur_fliph_rcont,train,Vollguss/Pickelloch geschlossen
100126500.png,jit_raff_rot,train,Vollguss/Pickelloch geschlossen
100177200.png,orig_rcrop_rinv,train,Vollguss/Pickelloch geschlossen
100177200.png,blur_orig_rshrp,train,Vollguss/Pickelloch geschlossen
100203400.png,blur_flipv_raff,train,"Vollguss/Handgriff geschlossen, verschraubt"
100203400.png,raff_rinv_rshrp,train,"Vollguss/Handgriff geschlossen, verschraubt"
100203400.png,fliph_flipv_orig,train,"Vollguss/Handgriff geschlossen, verschraubt"
100203400.png,flipv_rcrop_rot,train,"Vollguss/Handgriff geschlossen, verschraubt"
100203400.png,rcont_rcrop_rinv,train,"Vollguss/Handgriff geschlossen, verschraubt"
100203400.png,fliph_rcrop_rshrp,train,"Vollguss/Handgriff geschlossen, verschraubt"
